"id","sentiment"
428,3
429,3
430,3
431,3
432,3
433,3
434,3
435,3
436,3
437,3
438,3
439,3
440,3
441,4
442,4
443,3
444,3
445,3
446,3
447,3
448,3
449,3
450,2
451,2
452,4
453,3
454,4
455,3
456,3
457,3
458,4
459,2
460,4
461,3
462,3
463,3
464,3
465,3
466,4
467,3
468,3
469,3
470,3
471,3
472,3
473,4
474,4
475,4
476,3
477,5
478,3
479,3
480,3
481,3
482,2
483,4
484,3
485,2
486,2
487,3
488,3
489,3
490,4
491,3
492,2
493,5
494,3
495,3
496,3
497,2
498,4
499,5
500,3
501,3
502,3
503,3
504,3
505,3
506,3
507,3
508,3
509,3
510,5
511,2
512,4
513,3
514,3
515,3
516,2
517,3
518,5
519,3
520,4
521,4
522,3
523,3
524,3
525,3
526,3
527,3
528,3
529,4
530,4
531,3
532,3
533,3
534,3
535,3
536,3
537,4
538,4
539,3
540,4
541,5
542,4
543,5
544,4
545,4
546,3
547,3
548,3
549,3
550,5
551,3
552,3
553,3
554,3
555,3
556,3
557,1
558,3
559,5
560,4
561,4
562,4
563,3
564,3
565,3
566,3
567,4
568,4
569,4
570,3
571,3
572,2
573,3
574,3
575,4
576,5
577,5
578,3
579,3
580,4
581,3
582,2
583,3
584,3
585,3
586,5
587,4
588,4
589,3
590,4
591,3
592,3
593,3
594,4
595,4
596,3
597,3
598,3
599,5
600,3
601,4
602,3
603,3
604,5
605,3
606,3
607,3
608,3
609,3
610,3
611,4
612,4
613,1
614,3
615,4
616,3
617,2
618,2
619,2
620,5
621,4
622,4
623,3
624,3
625,4
626,3
627,4
628,4
629,3
630,3
631,3
632,3
633,3
634,3
635,3
636,3
637,3
638,3
639,4
640,4
641,3
642,5
643,5
644,4
645,4
646,4
647,3
648,3
649,3
650,4
651,4
652,3
653,4
654,4
655,3
656,4
657,3
658,3
659,5
660,4
661,3
662,4
663,4
664,3
665,3
666,3
667,3
668,3
669,4
670,2
671,4
672,3
673,4
674,2
675,4
676,3
677,3
678,4
679,2
680,4
681,3
682,2
683,3
684,3
685,2
686,4
687,4
688,4
689,4
690,2
691,4
692,3
693,3
694,4
695,3
696,3
697,4
698,4
699,2
700,3
701,3
702,3
703,4
704,4
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,4
713,2
714,3
715,4
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,1
727,3
728,5
729,2
730,2
731,2
732,3
733,3
734,2
735,3
736,3
737,3
738,3
739,5
740,4
741,3
742,5
743,5
744,4
745,3
746,5
747,3
748,5
749,3
750,4
751,3
752,3
753,2
754,4
755,3
756,3
757,3
758,3
759,4
760,3
761,3
762,2
763,3
764,4
765,3
766,4
767,3
768,2
769,4
770,3
771,4
772,3
773,3
774,3
775,3
776,5
777,3
778,3
779,5
780,3
781,3
782,3
783,4
784,4
785,4
786,4
787,3
788,3
789,3
790,3
791,4
792,3
793,4
794,3
795,3
796,3
797,4
798,3
799,3
800,3
801,4
802,5
803,4
804,3
805,3
806,3
807,2
808,4
809,3
810,2
811,4
812,3
813,3
814,3
815,3
816,3
817,4
818,3
819,3
820,1
821,3
822,3
823,5
824,3
825,3
826,3
827,4
828,2
829,4
830,3
831,3
832,3
833,3
834,4
835,4
836,3
837,3
838,2
839,2
840,2
841,4
842,5
843,2
844,3
845,4
846,3
847,3
848,4
849,3
850,3
851,4
852,3
853,3
854,3
855,3
856,3
857,3
858,4
859,3
860,3
861,4
862,4
863,3
864,5
865,4
866,3
867,3
868,3
869,4
870,3
871,4
872,4
873,3
874,3
875,3
876,5
877,5
878,3
879,3
880,3
881,3
882,4
883,4
884,4
885,4
886,4
887,2
888,4
889,4
890,4
891,4
892,3
893,4
894,3
895,4
896,3
897,2
898,3
899,5
900,4
901,3
902,3
903,3
904,4
905,4
906,5
907,3
908,3
909,4
910,3
911,4
912,4
913,3
914,3
915,2
916,2
917,3
918,3
919,4
920,3
921,3
922,4
923,4
924,3
925,3
926,3
927,3
928,2
929,4
930,4
931,2
932,4
933,3
934,4
935,3
936,3
937,4
938,3
939,4
940,4
941,2
942,3
943,4
944,4
945,3
946,4
947,2
948,5
949,3
950,4
951,3
952,3
953,2
954,4
955,5
956,5
957,3
958,2
959,3
960,3
961,2
962,3
963,4
964,4
965,3
966,4
967,3
968,4
969,4
970,4
971,3
972,3
973,3
974,4
975,1
976,4
977,3
978,3
979,2
