"id","sentiment"
268,3
269,3
270,3
271,3
272,4
273,3
274,3
275,3
276,4
277,2
278,3
279,3
280,2
281,4
282,3
283,2
284,3
285,4
286,3
287,3
288,3
289,2
290,3
291,2
292,2
293,2
294,3
295,3
296,3
297,2
298,3
299,3
300,3
301,2
302,5
303,5
304,3
305,3
306,2
307,3
308,3
309,2
310,3
311,4
312,2
313,2
314,4
315,2
316,3
317,4
318,4
319,3
320,4
321,3
322,2
323,5
324,3
325,4
326,5
327,4
328,3
329,3
330,2
331,4
332,4
333,2
334,2
335,2
336,2
337,3
338,2
339,3
340,2
341,3
342,3
343,2
344,2
345,2
346,3
347,4
348,4
349,3
350,4
351,3
352,3
353,2
354,2
355,2
356,3
357,3
358,3
359,4
360,3
361,3
362,2
363,4
364,2
365,4
366,3
367,5
368,4
369,4
370,4
371,2
372,3
373,5
374,4
375,3
376,2
377,4
378,2
379,1
380,3
381,2
382,4
383,3
384,4
385,3
386,3
387,3
388,3
389,3
390,3
391,3
392,3
393,3
394,4
395,3
396,3
397,3
398,5
399,5
400,3
401,3
402,3
403,3
404,3
405,3
406,5
407,3
408,3
409,3
410,3
411,5
412,4
413,3
414,4
415,3
416,4
417,3
418,3
419,3
420,3
421,3
422,3
423,3
424,3
425,3
426,3
427,3
428,3
429,3
430,3
431,4
432,3
433,3
434,4
435,3
436,3
437,4
438,3
439,3
440,3
441,3
442,3
443,5
444,3
445,5
446,5
447,4
448,4
449,3
450,3
451,3
452,4
453,3
454,5
455,3
456,5
457,3
458,4
459,5
460,5
461,5
462,3
463,5
464,3
465,5
466,5
467,3
468,5
469,3
470,5
471,4
472,3
473,4
474,5
475,4
476,4
477,4
478,5
479,4
480,3
481,4
482,4
483,4
484,4
485,3
486,5
487,3
488,4
489,5
490,4
491,5
492,5
493,5
494,5
495,4
496,5
497,5
498,5
499,5
500,4
501,3
502,4
503,4
504,3
505,4
506,4
507,3
508,5
509,5
510,3
511,5
512,5
513,4
514,5
515,2
516,3
517,4
518,5
519,5
520,5
521,5
522,5
523,5
524,5
525,5
526,4
527,4
528,4
529,4
530,5
531,4
532,2
533,5
534,3
535,4
536,3
537,5
538,5
539,5
540,5
541,5
542,5
543,3
544,5
545,5
546,4
547,3
548,4
549,4
550,3
551,3
552,5
553,5
554,4
555,3
556,3
557,5
558,5
559,3
560,3
561,4
562,5
563,4
564,4
565,5
566,4
567,5
568,4
569,5
570,5
571,3
572,2
573,4
574,3
575,4
576,5
577,5
578,5
579,4
580,5
581,3
582,3
583,2
584,3
585,4
586,5
587,5
588,4
589,2
590,4
591,3
592,4
593,3
594,5
595,4
596,3
597,3
598,3
599,5
600,5
601,4
602,5
603,5
604,5
605,5
606,3
607,5
608,3
609,3
610,3
611,4
612,4
613,3
614,4
615,5
616,4
617,5
618,5
619,4
620,5
621,5
622,5
623,4
624,5
625,5
626,4
627,3
628,5
629,3
630,5
631,3
632,4
633,5
634,3
635,3
636,5
637,5
638,5
639,5
640,4
641,3
642,5
643,5
644,4
645,5
646,4
647,5
648,3
649,5
650,4
651,3
652,3
653,4
654,5
655,4
656,4
657,3
658,5
659,4
660,4
661,4
662,4
663,4
664,5
665,4
666,5
667,2
668,4
669,2
670,4
671,4
672,5
673,5
674,3
675,4
676,4
677,3
678,3
679,4
680,4
681,5
682,3
683,4
684,3
685,5
686,4
687,4
688,5
689,4
690,5
691,5
692,3
693,4
694,5
695,5
696,5
697,4
698,4
699,4
700,5
701,4
702,3
703,5
704,5
705,5
706,5
707,5
708,4
709,5
710,2
711,2
712,3
713,4
714,4
715,5
716,5
717,4
718,4
719,4
720,5
721,5
722,5
723,5
724,4
725,4
726,5
727,5
728,5
729,5
730,4
731,3
732,2
733,5
734,4
735,5
736,5
737,4
738,5
739,4
740,5
741,4
742,5
743,4
744,5
745,4
746,4
747,4
748,3
749,5
750,3
751,4
752,5
753,4
754,4
755,5
756,5
757,5
758,5
759,4
760,3
761,3
762,5
763,3
764,5
765,5
766,4
767,5
768,2
769,5
770,4
771,5
772,3
773,3
774,4
775,4
776,5
777,4
778,4
779,5
780,5
781,3
782,4
783,5
784,5
785,5
786,5
787,3
788,3
789,5
790,3
791,5
792,5
793,5
794,3
795,5
796,5
797,5
798,4
799,3
800,3
801,4
802,5
803,5
804,4
805,5
806,5
807,2
808,3
809,3
810,3
811,3
812,4
813,3
814,4
815,4
816,5
817,4
818,4
819,4
820,5
821,3
822,5
823,5
824,3
825,3
826,4
827,3
828,5
829,5
830,4
831,3
832,4
833,5
834,5
835,5
836,4
837,5
838,3
839,3
840,5
841,5
842,3
843,4
844,4
845,5
846,5
847,3
848,5
849,5
850,5
851,5
852,5
853,5
854,5
855,5
856,4
857,5
858,4
859,5
860,5
861,5
862,4
863,5
864,5
865,5
866,4
867,5
868,4
869,4
870,4
871,5
872,5
873,3
874,5
875,5
876,5
877,5
878,3
879,5
880,5
881,3
882,3
883,3
884,3
885,2
886,2
887,3
888,2
889,4
890,2
891,3
892,5
893,5
894,3
895,4
896,3
897,5
898,5
899,5
900,4
901,5
902,3
903,4
904,5
905,4
906,5
907,4
908,5
909,4
910,5
911,5
912,4
913,4
914,4
915,3
916,4
917,5
918,5
919,4
920,5
921,5
922,3
923,5
924,5
925,3
926,3
927,5
928,5
929,5
930,4
931,5
932,5
933,3
934,4
935,3
936,4
937,5
938,5
939,4
940,5
941,4
942,4
943,4
944,5
945,5
946,5
947,3
948,5
949,5
950,5
951,5
952,5
953,4
954,5
955,5
956,5
957,3
958,5
959,4
960,4
961,5
962,3
963,3
964,4
965,5
966,5
967,4
968,4
969,5
970,5
971,4
972,3
973,4
974,5
975,5
976,5
977,4
978,4
979,3
