"id","sentiment"
268,3
269,3
270,5
271,3
272,3
273,3
274,3
275,3
276,4
277,3
278,3
279,3
280,4
281,3
282,3
283,4
284,3
285,4
286,3
287,3
288,3
289,4
290,3
291,3
292,4
293,2
294,3
295,3
296,3
297,3
298,3
299,3
300,3
301,3
302,3
303,3
304,3
305,3
306,3
307,3
308,3
309,3
310,3
311,4
312,2
313,4
314,4
315,2
316,3
317,4
318,3
319,3
320,4
321,3
322,4
323,4
324,3
325,4
326,4
327,4
328,3
329,3
330,3
331,3
332,1
333,4
334,3
335,3
336,3
337,3
338,3
339,3
340,2
341,3
342,3
343,4
344,3
345,2
346,3
347,4
348,3
349,3
350,4
351,3
352,3
353,3
354,2
355,3
356,3
357,3
358,3
359,4
360,3
361,4
362,3
363,4
364,3
365,3
366,3
367,4
368,4
369,4
370,1
371,3
372,3
373,5
374,1
375,3
376,2
377,4
378,4
379,3
380,3
381,4
382,4
383,3
384,3
385,3
386,3
387,3
388,3
389,3
390,3
391,5
392,3
393,3
394,4
395,3
396,3
397,3
398,3
399,5
400,3
401,2
402,3
403,3
404,3
405,3
406,5
407,5
408,5
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,3
417,3
418,3
419,3
420,3
421,3
422,3
423,3
424,2
425,3
426,3
427,3
428,3
429,3
430,3
431,3
432,3
433,3
434,3
435,3
436,3
437,3
438,3
439,3
440,3
441,3
442,3
443,5
444,3
445,2
446,2
447,4
448,4
449,3
450,3
451,3
452,3
453,3
454,4
455,3
456,4
457,3
458,4
459,5
460,5
461,4
462,3
463,5
464,3
465,3
466,4
467,3
468,4
469,3
470,5
471,2
472,2
473,4
474,4
475,3
476,4
477,4
478,5
479,4
480,3
481,4
482,4
483,4
484,4
485,3
486,4
487,3
488,4
489,3
490,4
491,5
492,5
493,5
494,3
495,4
496,4
497,5
498,5
499,5
500,3
501,3
502,2
503,4
504,3
505,4
506,4
507,3
508,5
509,5
510,3
511,5
512,5
513,4
514,5
515,2
516,3
517,4
518,5
519,4
520,4
521,5
522,4
523,4
524,4
525,4
526,3
527,3
528,4
529,4
530,4
531,4
532,3
533,5
534,3
535,3
536,4
537,5
538,5
539,3
540,4
541,5
542,4
543,3
544,4
545,5
546,4
547,3
548,4
549,2
550,3
551,3
552,4
553,4
554,3
555,3
556,3
557,5
558,4
559,3
560,3
561,4
562,4
563,4
564,4
565,5
566,3
567,5
568,4
569,5
570,5
571,3
572,2
573,3
574,3
575,4
576,5
577,3
578,3
579,3
580,4
581,3
582,3
583,2
584,3
585,3
586,5
587,5
588,4
589,2
590,3
591,4
592,4
593,3
594,5
595,4
596,3
597,3
598,3
599,5
600,5
601,4
602,3
603,3
604,5
605,4
606,3
607,4
608,3
609,3
610,3
611,3
612,4
613,3
614,4
615,4
616,4
617,3
618,4
619,3
620,5
621,5
622,5
623,4
624,4
625,5
626,4
627,3
628,4
629,3
630,3
631,3
632,3
633,4
634,3
635,3
636,4
637,3
638,5
639,5
640,4
641,3
642,5
643,5
644,4
645,4
646,4
647,4
648,3
649,4
650,4
651,4
652,3
653,4
654,5
655,4
656,4
657,3
658,3
659,3
660,4
661,3
662,4
663,4
664,4
665,3
666,3
667,3
668,3
669,4
670,4
671,4
672,4
673,4
674,3
675,4
676,3
677,3
678,3
679,4
680,4
681,5
682,3
683,4
684,3
685,4
686,4
687,4
688,5
689,4
690,4
691,3
692,4
693,3
694,4
695,4
696,4
697,4
698,4
699,4
700,4
701,4
702,3
703,5
704,4
705,5
706,3
707,4
708,4
709,5
710,2
711,3
712,3
713,4
714,3
715,4
716,5
717,3
718,4
719,4
720,5
721,4
722,3
723,5
724,4
725,4
726,5
727,4
728,5
729,5
730,4
731,3
732,3
733,5
734,3
735,4
736,5
737,4
738,3
739,3
740,5
741,4
742,5
743,3
744,5
745,3
746,3
747,4
748,3
749,4
750,3
751,3
752,5
753,4
754,4
755,5
756,5
757,4
758,5
759,4
760,3
761,3
762,5
763,3
764,4
765,4
766,4
767,4
768,2
769,4
770,4
771,4
772,3
773,3
774,4
775,3
776,5
777,2
778,4
779,5
780,3
781,3
782,4
783,5
784,4
785,5
786,5
787,3
788,3
789,5
790,3
791,4
792,4
793,4
794,3
795,4
796,5
797,5
798,4
799,3
800,3
801,4
802,5
803,5
804,3
805,4
806,4
807,2
808,3
809,5
810,4
811,3
812,4
813,3
814,3
815,4
816,5
817,4
818,3
819,4
820,5
821,3
822,4
823,5
824,3
825,3
826,3
827,3
828,4
829,4
830,3
831,3
832,3
833,4
834,4
835,5
836,3
837,5
838,3
839,3
840,5
841,4
842,5
843,4
844,4
845,4
846,4
847,3
848,5
849,4
850,5
851,4
852,5
853,4
854,4
855,4
856,3
857,3
858,3
859,5
860,4
861,4
862,4
863,5
864,5
865,4
866,4
867,4
868,2
869,4
870,4
871,4
872,4
873,3
874,4
875,3
876,3
877,5
878,5
879,4
880,5
881,3
882,3
883,3
884,3
885,4
886,3
887,3
888,3
889,4
890,2
891,3
892,5
893,4
894,5
895,4
896,3
897,3
898,4
899,5
900,4
901,5
902,3
903,4
904,4
905,4
906,5
907,4
908,4
909,4
910,4
911,5
912,4
913,4
914,3
915,3
916,3
917,5
918,3
919,4
920,4
921,3
922,3
923,5
924,3
925,3
926,3
927,3
928,5
929,4
930,4
931,2
932,4
933,4
934,5
935,3
936,4
937,5
938,5
939,4
940,4
941,4
942,3
943,4
944,5
945,5
946,5
947,3
948,5
949,4
950,4
951,5
952,5
953,4
954,4
955,5
956,5
957,3
958,5
959,4
960,4
961,4
962,3
963,4
964,4
965,3
966,3
967,3
968,4
969,4
970,4
971,4
972,3
973,4
974,5
975,4
976,4
977,4
978,4
979,3
